报告期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
销售商品、提供劳务收到的现金,711377024,646364032,528110016,485163008,594140032,410943008,422048992
经营活动现金流入小计,749078016,716140992,587388992,549268992,615657024,470931008,447736992
购买商品、接受劳务支付的现金,519536000,572667008,381299008,398895008,449944992,306812000,306948000
支付给职工以及为职工支付的现金,120910000,98321400,73252000,62658900,53860600,42937400,37415000
支付的各项税费,44440000,22442500,41709300,41868300,22968000,19864100,19388500
经营活动现金流出小计,751120000,760473984,552854976,544862976,585203008,417433984,395665984
经营活动产生的现金流量净额,-2041970,-44332500,34534400,4406190,30453800,53496900,52071100
投资活动现金流入小计,16612500,18024300,42109300,11264800,131794000,209368000,2367800
投资活动现金流出小计,176363008,62490200,131968000,84988896,67441904,179964000,23941200
投资活动产生的现金流量净额,-159751008,-44465900,-89858800,-73724096,64352300,29404400,-21573400
吸收投资收到的现金,24174700,0,291400000,0,14700000,0,0
取得借款收到的现金,75000000,126000000,12000000,77800000,18000000,40000000,83000000
发行债券收到的现金,30000000,0,0,0,0,0,0
筹资活动现金流入小计,129175000,126000000,303400000,77800000,32700000,40000000,83000000
偿还债务支付的现金,25000000,93800000,10000000,0,42500000,64000000,100400000
分配股利、利润或偿付利息所支付的现金,39037500,31161500,24568700,14408100,18835000,2128330,12040500
筹资活动现金流出小计,64427500,124962000,34568700,14408100,61335000,66128300,112440000
筹资活动产生的现金流量净额,64747100,1038470,268831008,63391900,-28635000,-26128300,-29440500
现金及现金等价物净增加额,-97181200,-87786304,213175008,-6525320,65917800,56736800,1057180
期初现金及现金等价物余额,325295008,413080992,199906000,206431008,140514000,83776704,82719504
期末现金及现金等价物余额,228112992,325295008,413080992,199906000,206431008,140514000,83776704
净利润,55473900,57816100,50801900,41934400,36636600,225647008,14310300
